Title,Price,URL
Apple MacBook Air 13'' M1 (8GB/256GB) - Space Gray (2020),3769,https://alta.ge/images/thumbnails/270/250/detailed/221/113956_1_eguq-zg.jpg?t=1606650533
Asus X515MA-BR414 - Grey,1399,https://alta.ge/images/thumbnails/270/250/detailed/234/117731_1_fiar-t8.jpg?t=1625948462
Apple MacBook Air 13'' M1 (8GB/256GB) - Gold (2020),3769,https://alta.ge/images/thumbnails/270/250/detailed/221/113957_1.jpg?t=1606650784
HP 240 G8 (203B6EA) - Black,1999,https://alta.ge/images/thumbnails/270/250/detailed/250/125506_1.jpg?t=1649346949
Acer Aspire 3 (NX.HE3ER.00Q) - Black,1399,https://alta.ge/images/thumbnails/270/250/detailed/225/115657_1.jpg?t=1611260559
Acer Aspire 3 (NX.HS5ER.01G) - Black,1799,https://alta.ge/images/thumbnails/270/250/detailed/239/112718_1_1lem-9j_yhs8-ao_kq2p-f2_3e34-cp_w6cz-d5.jpg?t=1634328947
Asus TUF Gaming F15 (FX506HCB-HN144) - Graphite Black,3599,https://alta.ge/images/thumbnails/270/250/detailed/238/121648_1.jpeg?t=1633353404
Asus ROG Flow X13 Touch + XG Mobile GC31S with RTX 3080 (GV301QH-K6231T)...,8999,https://alta.ge/images/thumbnails/270/250/detailed/233/120473.png?t=1647242996
Lenovo V14-ADA (82C6006ERU) - Iron Grey,1199,https://alta.ge/images/thumbnails/270/250/detailed/243/113532_1.png?t=1641845878
HP 255 G8 (2W1D4EA) Black,1349,https://alta.ge/images/thumbnails/270/250/detailed/242/125307_1.jpg?t=1638821756
Lenovo V15 ADA (82C70015RU) - Iron Grey,1799,https://alta.ge/images/thumbnails/270/250/detailed/234/114945_clog-w8.png?t=1631737503
Lenovo IdeaPad 3 15IGL05 (81WQ0008RE) - Platinum Grey,1499,https://alta.ge/images/thumbnails/270/250/detailed/245/118912_1_zp6x-dj_us7s-ln_jai1-gr.jpg?t=1646770730
Acer Aspire 3 (NX.HE3ER.00N) - Black,1199,https://alta.ge/images/thumbnails/270/250/detailed/243/112718_1_1lem-9j_yhs8-ao_kq2p-f2_3e34-cp.jpg?t=1639032618
Asus VivoBook 14 (X415FA-EB014) - Grey,1399,https://alta.ge/images/thumbnails/270/250/detailed/243/118599_1_ta8w-an.jpg?t=1640680567
Apple MacBook Air 13'' M1 (8GB/256GB) - Silver (2020),3769,https://alta.ge/images/thumbnails/270/250/detailed/221/113958_1.jpg?t=1606651373
HP 15-dw1002ur (13F97EA) - Silver,1399,https://alta.ge/images/thumbnails/270/250/detailed/248/128437_1.jpg?t=1647376208
Acer Aspire 3 (NX.HS6ER.006) - Blue,1799,https://alta.ge/images/thumbnails/270/250/detailed/239/123935_1.jpg?t=1634328948
HP 255 G7 (214F5ES) - Black,999,https://alta.ge/images/thumbnails/270/250/detailed/242/116459_1.jpg?t=1638821718
"Dell Vostro 3400 14"" (N4011VN3400EMEA01) - Black",2599,https://alta.ge/images/thumbnails/270/250/detailed/223/115200_1.jpg?t=1609335636
Acer Aspire 3 (NX.HS5ER.00C) - Black,1799,https://alta.ge/images/thumbnails/270/250/detailed/239/112718_1_1lem-9j_yhs8-ao_kq2p-f2_3e34-cp.jpg?t=1634328948
Lenovo V14 G2 ITL (82KA001FRU) - Black,1599,https://alta.ge/images/thumbnails/270/250/detailed/241/124191_1.jpg?t=1640250477
Toshiba Dynabook Satellite Pro C40-G-11L - Black,999,https://alta.ge/images/thumbnails/270/250/detailed/243/125289_1.png?t=1639340306
Acer Aspire 3 (NX.HZRER.00U) - Black,2199,https://alta.ge/images/thumbnails/270/250/detailed/242/112718_1_1lem-9j_yhs8-ao_kq2p-f2_3e34-cp.jpg?t=1638456706
Lenovo IdeaPad 3 15IGL05 (81WQ0006RE) - Platinum Grey,1099,https://alta.ge/images/thumbnails/270/250/detailed/245/118912_1_zp6x-dj_us7s-ln.jpg?t=1646771799
Lenovo ThinkBook 15 G3 ACL (21A4003XRU) - Mineral Grey,3199,https://alta.ge/images/thumbnails/270/250/detailed/244/124873_1.png?t=1639994481
Lenovo ThinkBook 15 G2 ITL (20VE0054RU) - Mineral Grey,2599,https://alta.ge/images/thumbnails/270/250/detailed/241/118868_1_5k5f-u4.png?t=1636450690
Lenovo ThinkBook 15 G2 ARE (20VG006GRU) - Mineral Grey,2999,https://alta.ge/images/thumbnails/270/250/detailed/234/118868_1_5k5f-u4.png?t=1633984173
HP 250 G8 (2W9A0EA) - Silver,1999,https://alta.ge/images/thumbnails/270/250/detailed/243/122388_1.jpg?t=1639127121
Asus X515JA-EJ2148 - Silver,3399,https://alta.ge/images/thumbnails/270/250/detailed/247/126836_1_c55c-7g.jpg?t=1650446973
Asus 11.6'' E210MA-GJ365 - Black/Blue,999,https://alta.ge/images/thumbnails/270/250/detailed/243/121326_1.jpg?t=1639738775
Asus VivoBook Pro 15 OLED (M3500QA-L1067) - Cool Silver,2599,https://alta.ge/images/thumbnails/270/250/detailed/243/125054_1.jpg?t=1639773862
Lenovo V14-ADA (82C600LURU) - Iron Grey,1499,https://alta.ge/images/thumbnails/270/250/detailed/243/113532_1_er3o-m1.png?t=1641845878
HP 255 G8 (34N49ES) Silver,1899,https://alta.ge/images/thumbnails/270/250/detailed/242/120989_1.jpg?t=1638821756
"Dell Vostro 3515 15.6"" (N6264VN3515EMEA01) - Black",1999,https://alta.ge/images/thumbnails/270/250/detailed/246/127050_1_0q3d-rr_7a96-7k_fwrr-s3_jyiz-zb.jpg?t=1644611499
Asus ROG Flow X13 Touch + XG Mobile GC31S with RTX 3080 (GV301QH-K6331T)...,11999,https://alta.ge/images/thumbnails/270/250/detailed/236/120473.png?t=1647243153
Asus TUF Gaming F15 (FX506HE-HN012) - Graphite Black,4299,https://alta.ge/images/thumbnails/270/250/detailed/236/121648_1_wg26-tq.jpeg?t=1628685545
Asus VivoBook 14 (X413EA-EK1390) - Silver,2499,https://alta.ge/images/thumbnails/270/250/detailed/247/126837_1.jpg?t=1645509406
Asus VivoBook 15 OLED (K513EA-L12856) - Black,2199,https://alta.ge/images/thumbnails/270/250/detailed/245/124522.png?t=1641968187
"Apple MacBook Pro 16.2"" M1 Pro 10‑core CPU and 16‑core GPU (16GB/512GB) ...",9279,https://alta.ge/images/thumbnails/270/250/detailed/240/124449_1.jpg?t=1635778882
Asus VivoBook Pro 15 OLED (K3500PC-L1086) - Quiet Blue,5099,https://alta.ge/images/thumbnails/270/250/detailed/240/124010_1.png?t=1637220923
